date,Skew_sharpe_3y,Trend_sharpe_3y,50% skew / 50% trend_sharpe_3y,Skew_sharpe_5y,Trend_sharpe_5y,50% skew / 50% trend_sharpe_5y,skew_trend_correlation_3y
2019-06-06,0.5525320742899963,0.16368345638974155,0.47392702423368854,0.7651508790152685,0.09799492618259793,0.5650554085558127,0.05807767461127057
2019-06-07,0.5604079534368285,0.16925691422478928,0.4831891214679152,0.7932220490540118,0.09467571704817211,0.5807237151265432,0.05783345647826481
2019-06-09,0.605691072258182,0.13187262122646762,0.4863123557065126,0.7927929403443358,0.05190045094616283,0.5507421467340117,0.05252084309393726
2019-06-10,0.6015021737322415,0.11105177556311428,0.46851196727792976,0.7861440506957068,0.03604578439441591,0.5350937903595007,0.052126687658068646
2019-06-11,0.6062630552568523,0.12381019443433271,0.48109359179155264,0.784413393117933,0.0350213909869737,0.533215386943555,0.051724515432443025
2019-06-12,0.5550772293246152,0.20271261488440243,0.5085029332795528,0.7376912387513435,0.03273253123750556,0.5025008240650741,0.04638121838620451
2019-06-13,0.5247276172046121,0.18428977569687283,0.4762369322245132,0.7197722216837751,0.04256079494026363,0.4982575886655087,0.04390458156180526
2019-06-14,0.5182367786826724,0.1832911474707858,0.47130295277084366,0.7114516880784827,0.041986407093494695,0.49246576054327823,0.04390739925756903
2019-06-16,0.510509652107472,0.21941970135416186,0.4928349887234294,0.6811282021932898,0.01258989594288828,0.4524160151056703,0.04399409990078131
2019-06-17,0.5278861416953907,0.22745636636746175,0.510026987065832,0.665877433281612,-0.005995852626571298,0.4293268507817017,0.04401645224151682
2019-06-18,0.5538705966242145,0.22920379732489665,0.5281087153630875,0.6705228600319284,-0.004775920647355522,0.43324951180186244,0.04458419936321918
2019-06-19,0.5845781772336306,0.23428383280188378,0.5517555077023407,0.6897396759207501,0.0024825340734962874,0.45106479006397143,0.04459892357257005
2019-06-20,0.5979547921726382,0.23714165484220165,0.5624011753687413,0.6867914156284172,0.0066928317829824235,0.4521823637938074,0.0450786962939848
2019-06-21,0.589959317477543,0.2554648712310035,0.5707980167586915,0.6963619175461809,0.022447613139688266,0.4699741909449683,0.044179385038378385
2019-06-23,0.6042290431272543,0.22651501780222877,0.5592214534028268,0.7704059939568328,0.04524629459687785,0.536868386247364,0.042311761908837155
2019-06-24,0.6067315743233082,0.3302698185573538,0.636135531216513,0.7952036093528011,0.07193462297684532,0.5728280585516335,0.04754784004619308
2019-06-25,0.5881449320456538,0.2850266408753575,0.5917789797235994,0.7768848706590737,0.0812266640427937,0.5679151578291765,0.04772276139741877
2019-06-26,0.6294541523545498,0.2243757707331825,0.5762948128614593,0.8062031261016773,0.05166875039809942,0.565726236607066,0.04101465236470258
2019-06-27,0.6481949607296799,0.24526183242908883,0.6040252904939782,0.8165805512357478,0.05147106460709572,0.5724402833560189,0.04086881525943389
2019-06-28,0.6575124276534674,0.242492683965649,0.6080416022950188,0.8330300257601267,0.07412243422160465,0.6004620696553176,0.041139232528465734
2019-06-30,0.7395904258744516,0.23686510095970895,0.6642895439703939,0.8985020879485073,0.05826975657285236,0.6348119745248774,0.026698197752419685
2019-07-01,0.742156687873735,0.20083339408505457,0.6403320155907956,0.9008468484629188,0.0756287041850224,0.6492593445773805,0.027339809537932396
2019-07-02,0.7882081024526477,0.190672747905961,0.6617726110256312,0.8612152996249149,0.06698514706344318,0.6168991531135881,0.032559432436687664
2019-07-03,0.7682029316912159,0.19726727344006603,0.653646443159401,0.8482265555427341,0.0784006490104171,0.6169374335498903,0.03127471415273495
2019-07-04,0.7674617860989468,0.20233845356253272,0.6567611721224756,0.8566996739271667,0.079805130617938,0.6235926470389868,0.031505479502621406
2019-07-05,0.7548277309032118,0.19895339269494533,0.6458220132994152,0.8504814242548081,0.06808892568459811,0.6107096755307097,0.03190506444321654
2019-07-07,0.7669174305369937,0.13088570393915466,0.6031840582396799,0.8558493787175421,0.028529884251661745,0.5837869726684991,0.02943348594298074
2019-07-08,0.7681494538005282,0.17088355328241792,0.6340343594540476,0.8607027351095271,0.02812650931813272,0.5866664896005795,0.029078243905874407
2019-07-09,0.7982448202445279,0.16717030209215802,0.6514549855891876,0.8619344150540256,0.023511209110115512,0.5841030212345637,0.02876916426288284
2019-07-10,0.8089007805515728,0.1926942462146884,0.6769533923117184,0.8453135231779632,0.020220438113480448,0.5708237882137357,0.028960227929008417
2019-07-11,0.77559654937662,0.1441489423677883,0.618905522545926,0.8368105980356837,0.0026687364874674532,0.5516857508505476,0.02973156124316008
2019-07-12,0.7446124378339404,0.14435550233458408,0.5986509004711028,0.8504793209490282,0.006589602966258014,0.563397020695642,0.029982668916686554
2019-07-14,0.687658075683211,0.20503435369340237,0.6072726996702748,0.8511149255315894,0.02638114240874614,0.5793943484841338,0.02616882266715506
2019-07-15,0.6933965417272263,0.21195406442770726,0.6160851593211905,0.8554431908020869,0.030154049386930514,0.5850558509817188,0.026373911331624627
2019-07-16,0.7549061344111462,0.2248575293398478,0.6691485341277196,0.9047674371512721,0.034901751047288036,0.6230478825696639,0.023239622340089177
2019-07-17,0.7516363089147403,0.19729034226719688,0.6472337743638982,0.9304818447870804,0.06188499770907571,0.6606560641752823,0.02415229188566338
2019-07-18,0.7394057475864144,0.18899475047031217,0.6333240144507818,0.9085421219689751,0.07252676441315832,0.6549142982206884,0.024307071931803707
2019-07-19,0.7466651865195493,0.16074772816951247,0.6176030066372992,0.9169030021338772,0.07091072144141636,0.659308455715791,0.024116295293179192
2019-07-21,0.7660536195534113,0.12429254802408538,0.6038444880219779,0.9861310099506724,0.09101101526482211,0.7214433394227948,0.024529279947775044
2019-07-22,0.789465775965062,0.10045280677890495,0.6028480318873405,0.9830923080878791,0.08403800538595751,0.7143497067877479,0.024393670007439708
2019-07-23,0.7988203813689807,0.09096914717968317,0.6022316548311467,0.9806346238843534,0.07477089959456024,0.7058509016151961,0.024632141917313898
2019-07-24,0.7986801499499158,0.1467096289439591,0.6423112117395385,0.9818284420918086,0.08340151240872393,0.7130142929241784,0.026128417508988623
2019-07-25,0.7914817854761278,0.12258102916034844,0.6199121913138795,0.9770668358467348,0.0672499546058648,0.6975679328173374,0.025818561672618576
2019-07-26,0.8071864053024469,0.12002474230657473,0.628729879023232,0.9563389966821049,0.04884438002141107,0.6702510103520506,0.025658188450329345
2019-07-28,0.815613146985583,0.1195398957476807,0.6339391320006066,0.930700509362282,0.03176715098727766,0.6410941138966997,0.025959404363593
2019-07-29,0.8486842678571285,0.12113954680377843,0.6570708956090533,0.9510508863249677,0.0410165479003434,0.6615247531734667,0.027694768488548467
2019-07-30,0.8714368642047409,0.14303523055975537,0.6884927226054822,1.0030981085853103,0.07178267981676557,0.7211859181442135,0.027845844445748176
2019-07-31,0.8737418801892212,0.16645065276304521,0.7069424269250562,1.0124100816448292,0.07522629376759969,0.7302858317430015,0.029244065894381988
2019-08-01,0.8691885025903857,0.26462170233215954,0.7723038690725406,1.0116114380442622,0.12178819784676108,0.76342413425346,0.028665449271218727
2019-08-02,0.8462759119201028,0.290336495686251,0.7763853431187547,0.9885912291063027,0.11720545532668666,0.7455918643631574,0.026663053486242854
2019-08-04,0.8116236734248969,0.2706825807239892,0.7401230290321107,0.9495491533440465,0.12485894012941211,0.7256963713411293,0.025087916596643466
2019-08-05,0.7502910518508988,0.3257775486127062,0.7431345574211717,0.9006832374096507,0.1458229881563043,0.7117406936497598,0.01377598080618091
2019-08-06,0.7813423355197793,0.18122971061615092,0.6564618871179829,0.886553894934785,0.0958180827850163,0.6627490793231915,0.01812437804620008
2019-08-07,0.7532122821999877,0.21272012601160734,0.6614875047065102,0.8448991565277296,0.11048212046159314,0.6468076357921988,0.014257675100838774
2019-08-08,0.7444331017077417,0.2412255049946641,0.6765564672829961,0.842617342963181,0.11379407908557858,0.6478733104105406,0.014366489194663795
2019-08-09,0.7260270330282602,0.22210717171334454,0.6499949371157127,0.8011911036178743,0.10327668774500562,0.611672890712208,0.015298509144020528
2019-08-11,0.7617953728483094,0.2076740371123804,0.6642938269588669,0.8181245653083838,0.0922517974211309,0.6148652331917274,0.013784177570064613
2019-08-12,0.7250463145686875,0.23126677023529812,0.6578941723982793,0.7972340491067708,0.1088721440063213,0.6143692406916317,0.010288336995210607
2019-08-13,0.8087777396823276,0.14627554955337618,0.659789132371106,0.8343519520625441,0.07171348869572297,0.6143814164816821,-0.00456853694509575
2019-08-14,0.7472375889575033,0.09575688272646814,0.5836079531462363,0.8066539709126933,0.0889577167769218,0.6098972492838571,-0.00838235489849733
2019-08-15,0.7129969733428255,0.1302613000256964,0.5862834008492166,0.7875778278152739,0.11185740054948934,0.6153776594255177,-0.012501406282802852
2019-08-16,0.7222386299642687,0.14022197486087185,0.5998379586660315,0.7608178855250811,0.1235954473092552,0.6055592054653027,-0.012202801496291748
2019-08-18,0.7582399681564623,0.09915996292476632,0.5952137160337333,0.7831062745582174,0.12113929186193131,0.618993375102862,-0.012977986891901808
2019-08-19,0.789053796135806,0.08689078365397629,0.6084159465491329,0.8006583326865655,0.12301336375633706,0.6326452197835387,-0.013672813645227083
2019-08-20,0.7724852605279647,0.16169696208220985,0.6541853636655383,0.7820044400360794,0.11745238465473071,0.6160434857483589,-0.015337935620320634
2019-08-21,0.8101865040649866,0.16913707476215067,0.6857689457747776,0.7837444374492822,0.10110761755583879,0.6051963717178253,-0.01469834066795692
2019-08-22,0.809164088968958,0.172203776815198,0.6873293026759956,0.7840462889302438,0.09300938800825617,0.5990275912723934,-0.0146669568636741
2019-08-23,0.8167198785676646,0.1706491473091918,0.6914970539970191,0.7882755406208316,0.0747068151912308,0.5879161287745948,-0.014754448230452955
2019-08-25,0.5229410002573344,0.2480702131756718,0.563035518336304,0.6355855858152456,0.1293237017633631,0.5424795136872892,-0.05637393960218627
2019-08-26,0.5677307494410953,0.33890953111090877,0.6605437888213619,0.6736576890497008,0.1374645113618956,0.5755161174103268,-0.05065816365130367
2019-08-27,0.5893577497757286,0.3006100528340308,0.6497151424642571,0.6952432658841765,0.12707970129317128,0.5828446084095193,-0.052315248521953794
2019-08-28,0.6047204120413127,0.2880197315170528,0.6521188479595427,0.7180840448626146,0.13736868279988923,0.6070221731737946,-0.05238396515943178
2019-08-29,0.6064795145863473,0.28817980338319116,0.6535196086986299,0.717858534543007,0.13902083328605552,0.6081221183624448,-0.05234162693187264
2019-08-30,0.6397216707755637,0.282323402668148,0.6745142802614325,0.7713041521992109,0.1659932707096984,0.66867116267575,-0.05341588891250501
2019-09-01,0.58745564872399,0.31629596852919334,0.6620533026270297,0.7181012499628605,0.17088567625915363,0.6367950584932132,-0.05836175616553138
2019-09-02,0.6005518708384879,0.2964687846414581,0.6576083611303177,0.6897333769363766,0.17217644236437862,0.6174746720633998,-0.05792024628739374
2019-09-03,0.5820850179368946,0.31946450645481117,0.6606199613754163,0.6941323256817264,0.18734726288145198,0.6327170600117185,-0.058565788598897335
2019-09-04,0.5679535747391334,0.29209651976045947,0.6307123008695028,0.6746430500609953,0.1862360514106606,0.6182289541267758,-0.05851603614023607
2019-09-05,0.6467508183820944,0.26864999833845765,0.6782472168199679,0.7227694614985415,0.15786043288995627,0.6334500609738749,-0.07118652204139467
2019-09-06,0.6939534375978452,0.24673560535870961,0.6996387857054644,0.7448827240247993,0.1300982451975465,0.6288589100416341,-0.07420403968412409
2019-09-08,0.6882948267904261,0.29558405852713704,0.7302882187824864,0.7373729866077211,0.1373300775233266,0.6290525360508941,-0.073326900837314
2019-09-09,0.6996999803204836,0.2539445872300839,0.7094356366202612,0.7485286764013082,0.11786265769467547,0.6218624307865769,-0.07379305920215819
2019-09-10,0.7586876249950157,0.2129630460089337,0.7286234228788263,0.8200480595849915,0.1092602796313896,0.6693415693382008,-0.08483291548927908
2019-09-11,0.7919366985282259,0.16578982445709461,0.7216498422654589,0.9051775415367892,0.1265861321294292,0.7467977179763825,-0.0880091337697481
2019-09-12,0.7727231712492199,0.09721233741791274,0.6584169458757217,0.9088481029338268,0.10464700281040874,0.7319269863756603,-0.0914888846370496
2019-09-13,0.7896493801242792,0.07570864860277608,0.6560535817483717,0.9348131607829812,0.0884737995109362,0.7375861140943847,-0.09246658219890667
2019-09-15,0.8488109638646288,0.020221401786929483,0.6648277675882014,0.9845271255488263,0.050195982179992736,0.745288412783942,-0.10581184089443786
2019-09-16,0.8461585568223339,0.08685410378929367,0.7139676042885801,0.9543927142932918,0.0482295187043351,0.721736436626232,-0.10776204085648786
2019-09-17,0.8457423104081149,0.14929754406593398,0.7601933225226154,0.9364081169508771,0.06712624895450339,0.7235504427366736,-0.10916717021204475
2019-09-18,0.8229205504087352,0.18815303799324815,0.7713944187343009,0.9183740264222677,0.0818658565897678,0.7225338845563679,-0.10951421998934725
2019-09-19,0.805968418912069,0.19211168764930284,0.7614139993077643,0.9063769909832406,0.08495059216826953,0.7165741126197611,-0.10975874228029579
2019-09-20,0.789863785408757,0.17881401270309857,0.7399885963593359,0.9071559441892008,0.09237203816281302,0.7230162664697126,-0.11104177924029918
2019-09-22,0.7653024438463285,0.2576467463900302,0.7797850681922,0.887399830739378,0.10023016839142337,0.7154295074580722,-0.1122476400721324
2019-09-23,0.7655534859740625,0.22681207781770962,0.7575509137853891,0.8993094597306368,0.1011631577841289,0.7244692344555397,-0.11125238318810249
2019-09-24,0.7329964800279455,0.21765275727364938,0.7266331995489901,0.8790097371869061,0.09522329113637847,0.7058008270022768,-0.11333379123169363
2019-09-25,0.6934215065293332,0.22027448155788473,0.698396827936015,0.8754522307541235,0.09334575795206718,0.7018274123917126,-0.11416983401999353
2019-09-26,0.7323947163518019,0.2047466265902373,0.7177905150251844,0.8849515202389299,0.08505639417331086,0.702449822731411,-0.11452947445607832
2019-09-27,0.7195854922849457,0.18611921076710847,0.6946974964558821,0.8736626466471373,0.0927777716533626,0.7004475055259002,-0.11507795300588805
2019-09-29,0.725268480481927,0.1322325036379488,0.6601594684552918,0.873021055539744,0.1242268365584525,0.7263521719923238,-0.11331524392669885
2019-09-30,0.7274950139550445,0.13394776814326684,0.66317533581598,0.8909883627697717,0.10864500271694726,0.7265131844918464,-0.1133872669109574
2019-10-01,0.7673888746246822,0.1025390690230462,0.6731740392590344,0.9257457592872499,0.11851550263397258,0.7612859723291268,-0.116150199787831
2019-10-02,0.7184520735239145,0.11515408949488369,0.6452227169111477,0.8928848336357477,0.11911658077250513,0.739057545981071,-0.11700331686548228
2019-10-03,0.6208530513560919,0.1489473094357943,0.5975106803977928,0.8275919131709214,0.1366969215855322,0.7096385248119561,-0.12472525295395209
2019-10-04,0.628496775743729,0.18660968897335017,0.6313970893163592,0.816183713226575,0.16484410251869822,0.7246553646992292,-0.12830684994599706
2019-10-06,0.6243110423593003,0.22417659524805028,0.6546976826117858,0.8272479187223521,0.1928746243509837,0.7554557162768204,-0.12656374941231727
2019-10-07,0.6331184070374619,0.18632448070793095,0.6343928095581844,0.8240105045470836,0.20263910068515736,0.7608593369829894,-0.12608188790678013
2019-10-08,0.6696452432009944,0.13467366580189008,0.6290801784824382,0.8528507188601125,0.16570589963364782,0.7551021959224348,-0.1342460943869613
2019-10-09,0.6475791948771926,0.12161762635888472,0.6026510089900261,0.7999910631894578,0.15278826521974034,0.7085193395345009,-0.13390007144347413
2019-10-10,0.6631662710314278,0.11349845080079371,0.6097472176021074,0.8211879315150832,0.14224983143932549,0.7162680771362003,-0.13512564773145627
2019-10-11,0.6990420367315957,0.03456324806472628,0.584908263794147,0.8559512782868138,0.12265849333212916,0.7285510696292802,-0.14481036324407442
2019-10-13,0.755495945177329,-0.05453465046176281,0.5700196270266926,0.9032072247321694,0.05390538776082297,0.7124553099556654,-0.15705769964881464
2019-10-14,0.7390906251970616,-0.04130365542097679,0.5668213482079152,0.8920339248799344,0.06266248868952544,0.7114917786483967,-0.1577866888821429
2019-10-15,0.717639936053474,-0.02780557965915113,0.5592747486389444,0.8828343381345396,0.06649444601645212,0.7077513676488013,-0.15748117399006184
2019-10-16,0.7217842556039503,-0.02512794455531128,0.5647999846849003,0.8967960872020699,0.05830902997560617,0.7117289289419405,-0.15784349525707253
2019-10-17,0.7187748780295776,-0.03020236811571526,0.5586397891406839,0.8920226620426623,0.05685790469030714,0.7070282552277309,-0.15772924591445195
2019-10-18,0.7112376956729116,-0.05051516242084771,0.5376158694483442,0.9137654248827128,0.014061171206359389,0.6880585747817015,-0.15756111626651495
2019-10-20,0.7050609062027642,-0.051871114665088945,0.5315131023322198,0.9100384834898407,-0.0053425793651512,0.6697619543916699,-0.1572025523702378
2019-10-21,0.7111610062616912,0.0582545983130499,0.6230012566447647,0.9071988310723367,0.0033832916869884237,0.6746342918657557,-0.16126457985218262
2019-10-22,0.7156164682030135,0.018404027464332867,0.5992365237967734,0.9331050129360815,-0.0017203511330549403,0.6902067478225247,-0.1644661164546311
2019-10-23,0.7353199060246478,0.0170986803918359,0.6138236491628163,0.8838716275961178,-0.004697805688338109,0.6515008752637937,-0.16438586376376552
2019-10-24,0.7565360172095842,0.02760521217198243,0.6386446804610507,0.9053665684073541,0.003728470942080765,0.6741736760879538,-0.1634858631688593
2019-10-25,0.7633980490535893,0.02659202099521929,0.6434427422027674,0.9009593205087318,0.018869464975263553,0.6830159878627635,-0.16332557442082438
2019-10-27,0.777616393370202,-0.009490596270144992,0.6307060190342682,0.9354304298471088,0.032306988871600155,0.7204075802180204,-0.16600676701353398
2019-10-28,0.7628990020882533,0.00716738850101764,0.6304101452141698,0.9417361362036674,0.046574814995667235,0.7367254997673376,-0.16538985337804968
2019-10-29,0.7837991457047674,-0.03388405534494494,0.619093241040759,0.9626901875165373,0.033685471548855685,0.7425854927770204,-0.1674376082918921
2019-10-30,0.7586694708383194,-0.028992352146705234,0.6020425571345643,0.9428590047875729,0.03514453581307168,0.7290082855816364,-0.16698864978900013
2019-10-31,0.7399288674359953,-0.010281553240349522,0.6005333183602243,0.9321105944770062,0.04622277300582779,0.7301245229810869,-0.16794925373013933
2019-11-01,0.6845284057312558,0.010471373501531428,0.5717099166041695,0.8795555311659543,0.04970433113207687,0.6952753990229732,-0.17004425573574414
2019-11-03,0.6955244917733023,0.020301623435069964,0.5879357412204264,0.8955351702128337,0.049932812163269356,0.7076353542181835,-0.16951891444964082
2019-11-04,0.7135577339639024,0.026653540033143106,0.6073833963663681,0.9164446760823279,0.06183447866155963,0.7330036157188848,-0.1696878642989273
2019-11-05,0.7405305664575227,-0.00564732990360713,0.6078558244748816,0.9203369764536894,0.06112250618659494,0.7355888417820229,-0.17186555094257455
2019-11-06,0.7431620230888101,0.013681444326983767,0.624089311396105,0.9172528852244785,0.0518907976375264,0.7260915543439039,-0.17104436227784287
2019-11-07,0.7253632338192395,0.021345732362678435,0.6151400506019294,0.9052248602732157,0.0558273983671503,0.7204443824041226,-0.17137734722659975
2019-11-08,0.797066466896407,-0.023752252434911095,0.6446336407308497,0.9200950746399033,0.02216369426021857,0.7074629368460728,-0.1761513316362254
2019-11-10,0.8386485206024159,-0.0002459786835950652,0.6976778090874021,0.9379831585147812,0.03713718552568917,0.7336746146877234,-0.17916429809882553
2019-11-11,0.8552030128956185,0.013874123733231037,0.7213739252285829,0.9210612569229251,0.0454412913690807,0.7280436201597245,-0.17990562763307053
2019-11-12,0.9136851457949957,-0.03437321623444288,0.7347903366915247,0.904754574535291,0.013160464307496995,0.6915706404456122,-0.17931224698261058
2019-11-13,0.883837635033209,-0.03055633816514584,0.7137448526456774,0.8633851924476103,0.022881904260903016,0.6684058417013689,-0.18100666209840457
2019-11-14,0.8626352546587465,-0.0006108903125084739,0.7182684385436497,0.8434287489865828,0.03631429192899207,0.6645098388072471,-0.1826375420126203
2019-11-15,0.8213526293414912,0.018385392409763064,0.6973004196288127,0.8643476623652738,0.05429827657409817,0.6950389899792346,-0.1829086075819952
2019-11-17,0.8172563741430655,0.019751303252941766,0.694935994177007,0.8609227895827541,0.0594910024603159,0.696699508690314,-0.18300287041563296
2019-11-18,0.8243510816886652,0.0499532934779591,0.7236399545195887,0.8509729810162083,0.061126948696444146,0.6903576271016751,-0.18388778967313718
2019-11-19,0.8087424284129585,0.04707698305569733,0.7089505656814742,0.8536126708409355,0.07215022019353512,0.7012510675516308,-0.18480435800684222
2019-11-20,0.8362854152300863,0.0719032906259657,0.7511985826873233,0.8442006839902152,0.07317959546644857,0.6950720282290247,-0.18831758368495283
2019-11-21,0.825360046980758,0.07931852442366169,0.7475923183473142,0.8297252445895396,0.0730678406904089,0.6841856712693019,-0.188502742211116
2019-11-22,0.8089801783597961,0.04167079090402746,0.7086738340515708,0.8428312008869924,0.06918012741336688,0.6908841182720767,-0.1927308492722376
2019-11-24,0.8303951174975032,0.05381620311808784,0.7358793310373961,0.8798232000817764,0.06776630607458223,0.7177239779356137,-0.19268866563384113
2019-11-25,0.8448041660610518,0.03523704192856586,0.7345275014888605,0.8791911193574071,0.05830605479342477,0.7096548250747722,-0.19316710361080597
2019-11-26,0.8364615232873247,0.0637842044209579,0.7481220642959454,0.8667043250830637,0.06084501023032432,0.702442349210358,-0.1931482522963785
2019-11-27,0.8462542628368062,0.07949042356941491,0.7673623496035583,0.845357241917794,0.04288357166332898,0.6735934303307697,-0.19241667461446216
2019-11-28,0.8462428195623881,0.06516087701207604,0.7567808994042252,0.8464687648271666,0.03437320775633388,0.6674869111530198,-0.19240371512236962
2019-11-29,0.8465814009880691,0.06731433012195648,0.7586205519389397,0.8454040356524616,0.029192722153398406,0.6625734631653607,-0.19238529697563206
2019-12-01,0.9212001715048982,0.08103473791199356,0.8310485182931614,0.839535464406942,0.023530184511370972,0.6537014878113845,-0.19511726080276143
2019-12-02,0.9238553460613422,0.06315469768725483,0.8201511990623578,0.8417646652662327,0.019583866498539066,0.6521867064002363,-0.1952229040883764
2019-12-03,0.9825300448164811,0.021111941707532007,0.8330127617868802,0.8150219034377101,0.008285817286190907,0.6222977159242431,-0.19058940960789594
2019-12-04,0.9334634608296782,0.005968864379292945,0.7834776628682022,0.7896083671632425,0.025352319321656432,0.6187613505658233,-0.19088998813371108
2019-12-05,0.9378778714904775,-0.006881537105082694,0.7778182395393157,0.7963225494563425,0.016036586472178215,0.6163813729464982,-0.19126314404671824
2019-12-06,0.9996486867996063,-0.06107102627768326,0.788997674517561,0.7904217483720043,0.0066580342987389175,0.6043049500465275,-0.1898734064924611
2019-12-08,1.0184818305620695,-0.06649321233442111,0.8013849972010082,0.7829934124745934,-0.011397205639496179,0.5847461505419347,-0.19038582417093136
2019-12-09,1.0149363777239835,-0.08223085067380026,0.7869185238699394,0.7621347147571693,-0.019258047354722564,0.5626984423525093,-0.1900387997960023
2019-12-10,1.052109982866056,-0.08914542686570054,0.8123393813648025,0.7630694889873185,-0.01520671616604319,0.5667946659015894,-0.1909489424577177
2019-12-11,1.056209768754974,-0.13208420617306135,0.7856062465190843,0.7690270425687881,-0.022073332621297688,0.5658066899997818,-0.1920465118710701
2019-12-12,1.047284824608097,-0.1305619809056721,0.7792522110891106,0.7591343877495024,-0.027021903565545423,0.5543091526824592,-0.19197028445499462
2019-12-13,1.1053890731650766,-0.18059984742347365,0.7931379995850565,0.7813002841057661,-0.04247762489566143,0.5596966248735846,-0.19612564089313625
2019-12-15,1.0851351991431963,-0.16407208978323706,0.7890788251975774,0.7805046715752877,-0.020315732571402935,0.5777852850346961,-0.19733092789739928
2019-12-16,1.056721145382487,-0.13257221410669023,0.786999851826879,0.7850191468393717,-0.019239937229247037,0.5821447664048809,-0.19412793657220315
2019-12-17,1.0646475692976285,-0.14371597984652162,0.7861798760443091,0.8012951926741504,-0.03381603798961383,0.5834160671157822,-0.19536674811637889
2019-12-18,1.0747403840538698,-0.11970489609202756,0.8127101824412114,0.7956435717132802,-0.04648008231842062,0.5691914500491891,-0.1954721314286608
2019-12-19,1.0963516192986724,-0.13374537906228848,0.8208189982976036,0.80272458629664,-0.054066891826977825,0.5685916893135137,-0.19581975930444115
2019-12-20,1.0950593749038482,-0.127393017629114,0.8242152362711521,0.808759571703194,-0.040091597004477536,0.5846224758594675,-0.19557252154820842
2019-12-22,1.1079540387790414,-0.09880034010642844,0.8556758740349603,0.8034877879056926,-0.03079239801354017,0.5878737170487777,-0.19495446910966258
2019-12-23,1.0920191563246815,-0.10614116605530803,0.8371292833079071,0.7859653706324646,-0.035821866027324976,0.5704909624346793,-0.1951988226035484
2019-12-24,1.1005745264014617,-0.1128048945476337,0.8395096429283968,0.8371528404973135,0.007521210196865851,0.6494329377912169,-0.19521808815144867
2019-12-25,1.1080336073142587,-0.09340836393024265,0.8605501868646528,0.8029108900870876,0.021010027474580223,0.6332650721970386,-0.19634865312171332
2019-12-26,1.1098558777483833,-0.09597490837385503,0.8601969945121968,0.80533376682683,0.01941771673427133,0.6338222608660936,-0.19636339442873188
2019-12-27,1.109377100567425,-0.0663253676486014,0.8806420087167732,0.8037953572410768,0.005478119304528047,0.622030606888879,-0.19546912224971028
2019-12-29,1.075309540660797,-0.09133908217459391,0.8354885823756898,0.8052376218809701,0.00322210675572372,0.6212026415262724,-0.19703258019572978
2019-12-30,1.1039332441838838,-0.08437754092258963,0.8650179688318682,0.8406511264992923,0.01325022604666305,0.657076105420864,-0.19857048482116535
2019-12-31,1.0858334862386703,-0.09025378202406663,0.8452924948680755,0.8240589093757634,0.012416354888906184,0.6435021066187805,-0.1979408252003808
2020-01-01,1.0947288692104429,-0.09086335439738574,0.852406363872852,0.8521214861136849,-0.006467343756778927,0.6485504794704117,-0.1982161815362769
2020-01-02,1.0976896203948328,-0.08283403460633515,0.8607122223130665,0.8557216211115168,-0.002172927548264383,0.6548095138906336,-0.19812156365125344
2020-01-03,1.0918274647084925,-0.041553139476449265,0.8864246915421523,0.8332673996513785,0.03324586897891437,0.6669723460811688,-0.20054344216907474
2020-01-05,1.0381360544220133,0.006626736527022339,0.8782199132485186,0.7990358398976936,0.043572093717524914,0.6500758257030719,-0.20245814755630515
2020-01-06,1.0271669109277453,-0.0036955598631405553,0.8613842616951581,0.7848417980704268,0.041207092540618905,0.6370741070396481,-0.2025655696533235
2020-01-07,1.0390651461386717,0.006834380134222216,0.879917129120886,0.7726180747110695,0.015503156670434594,0.6074519496199386,-0.20300694062488067
2020-01-08,1.017340529067763,0.04017451881011248,0.8862451964767096,0.7884505069867835,0.06645314627938029,0.6636468742313073,-0.20452595971485335
2020-01-09,1.0825510338463018,-0.0004959428089813893,0.9168561082680369,0.8327987020248927,0.04665141357514864,0.6844387714198781,-0.21110216642656487
2020-01-10,1.1081398664918556,0.002664773248664511,0.9403269294288842,0.8511617688054613,0.05197741740658117,0.7028633199137408,-0.20972669751677026
2020-01-12,1.1046321058552104,0.02094260279898665,0.9513525781063307,0.8341675884276922,0.04949282926096117,0.6879098614961933,-0.21047393800879471
2020-01-13,1.102189240540111,0.032924516574591424,0.9578526714742238,0.850434525815029,0.04867510179975452,0.6999007002905717,-0.2099151377495907
2020-01-14,1.145023194955019,0.05856408969875521,1.0145692172833094,0.8839961785483937,0.056300378293551674,0.7327903965603126,-0.2107214024536638
2020-01-15,1.0963265056893134,0.07593684798649378,0.9873735056721603,0.8632747038898446,0.06734066511900108,0.7264798336205531,-0.21250487436786136
2020-01-16,1.0966152937795217,0.1038404425309212,1.0077145141850405,0.8583769198282503,0.06542908439475506,0.721326138495666,-0.21228689304342643
2020-01-17,1.114248620682349,0.07289831027377683,1.0018284960719421,0.8843064761279774,0.08906887800209844,0.7625944898645144,-0.21410428414615376
2020-01-19,1.1092075787197149,0.04631970729009476,0.9798497984547588,0.8985867678500846,0.09216992927611775,0.7761436983861679,-0.21628873506093127
2020-01-20,1.115442093905302,0.07143684617077743,1.0042774123585936,0.9062289431405877,0.08357575691841422,0.7748718056265337,-0.2168796072306164
